id,Data_Zone,Intermediate_Zone,Council_area,Total_population,Working_age_population_revised,Income_rate,Income_count,Employment_rate,Employment_count,CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG,Attendance,Attainment,Noquals,NEET,HESA,drive_petrol,drive_GP,drive_PO,drive_primary,drive_retail,drive_secondary,PT_GP,PT_Post,PT_retail,crime_count,crime_rate,overcrowded_count,nocentralheat_count,overcrowded_rate,nocentralheat_rate
154,S01008570,Moredun and Craigour,City of Edinburgh,963,618,0.29,275,0.24,150,175,148.7236325,521.6884255,143,0.218068536,0.018181818,134.5839901,0.653979239,4.87179487,182.1748516,0.18,0.03271028,2.58042064,2.960435369,1.563751289,1.811791861,3.991000107,5.029748925,8.343178988,4.335983318,8.672268436,65.0305228,675.2909948,247,24,0.257023933,0.024973985
155,S01008571,Moredun and Craigour,City of Edinburgh,668,387,0.15,100,0.14,55,120,89.8442111,201.7216557,84,0.182634731,0,111.1090197,0.686046512,4.41666667,98.71451656,0.07,0.09782609,2.21527551,2.248966321,1.766756255,1.950183324,3.154429088,4.697173118,7.752106087,5.978770269,8.453983793,63.02958364,943.5566413,54,1,0.080357143,0.001488095
156,S01008572,Moredun and Craigour,City of Edinburgh,898,510,0.11,100,0.12,60,115,28.17452096,0,186,0.207126949,0.073170732,85.35503244,0.777777778,5.13636364,125.5281834,0.05,0.08333333,2.127812016,1.857067924,2.471019173,2.395284505,3.419114818,3.910788315,6.093417745,7.589225787,7.555129463,13.00610456,144.8341265,63,10,0.077111383,0.012239902
157,S01008573,Liberton East,City of Edinburgh,896,562,0.07,60,0.04,25,65,62.75560145,0,136,0.169642857,0.043478261,78.06033976,0.855813954,5.52631579,74.4055223,0.04,0.14545455,2.440774426,2.360888227,3.104422653,3.341554229,3.479120131,4.639528746,8.060263489,9.84329036,8.890190633,27.0126787,301.4807891,50,1,0.061050061,0.001221001
158,S01008574,Liberton East,City of Edinburgh,738,528,0.04,30,0.03,15,60,12.58346133,35.45399306,411,0.111111111,0,88.68936761,0.843575419,5.875,46.62920867,0.03,0.14383562,3.638240352,3.002904747,3.013411479,2.256334469,4.618779843,2.454858721,12.53190232,12.44480849,14.54145646,20.00939163,271.1299679,35,4,0.048143054,0.005502063
159,S01008575,Liberton East,City of Edinburgh,801,534,0.01,10,0.02,10,35,23.76623271,0,79,0.108614232,0,50.84866743,0.890756303,5.83333333,46.99636482,0.01,0.16551724,3.059365928,2.518055637,2.65793954,2.919182,5.106004448,3.329617638,10.378909,10.61069204,14.49847881,26.01220912,324.7466807,28,3,0.034956305,0.003745318
160,S01008576,Liberton East,City of Edinburgh,837,515,0.05,40,0.07,40,60,73.10792837,145.5235265,44,0.142174432,0.037037037,64.16960084,0.905172414,6.09090909,50.43944695,0.03,0.12380952,2.631049566,1.528479082,2.706840857,2.927184248,4.117727621,2.612629528,5.236974449,8.57329584,9.395388858,17.00798289,203.2017071,53,13,0.064634146,0.015853659
161,S01008577,Liberton West and Braid Hills,City of Edinburgh,889,485,0.09,75,0.06,30,80,89.37418406,0,176,0.209223847,0.041666667,87.89177128,0.86163522,5.83333333,43.74770788,0.04,0.15384615,1.902251232,1.424976848,1.141218161,2.897810852,5.038537923,3.488414543,5.031456263,4.248399828,11.64398663,25.01173954,281.3469014,22,1,0.027777778,0.001262626
162,S01008578,Liberton West and Braid Hills,City of Edinburgh,824,459,0.03,20,0.02,10,50,53.98641647,0,113,0.17961165,0,57.82999073,0.940740741,6,15.81931503,0,0.136,2.254228678,1.843790384,1.256712159,2.684819642,4.492827432,4.277174442,4.674317583,3.421631525,10.36144231,19.00892205,230.6908016,13,8,0.01754386,0.010796221
163,S01008579,Liberton West and Braid Hills,City of Edinburgh,749,384,0.05,40,0.07,30,75,24.74519568,0,167,0.204272363,0,65.54942823,0.890909091,6.33333333,45.88711546,0.06,0.21875,2.710657772,2.442031856,2.005302135,3.424585273,5.056839082,5.007286924,9.46576362,8.46796151,15.12541489,21.00986121,280.5054902,31,10,0.048513302,0.015649452
164,S01008580,Liberton West and Braid Hills,City of Edinburgh,565,366,0.08,45,0.05,20,75,17.44741772,0,71,0.118584071,0,79.22887424,0.854166667,4.42857143,59.90835225,0.06,0.09345794,2.520695112,2.197804954,2.732739864,1.525077163,4.29072869,4.922670947,7.230608901,9.755904089,12.01089482,8.003756652,141.6594098,54,16,0.099630996,0.029520295
165,S01008581,The Inch,City of Edinburgh,843,560,0.22,185,0.19,105,150,207.3165961,158.5846861,106,0.231316726,0.033333333,123.8922176,0.798816568,5.625,129.1380161,0.04,0.05128205,3.068483856,2.615897694,2.701876405,1.990628441,4.579806969,4.853047964,8.291222171,10.85330547,12.693915,14.00657414,166.1515319,155,26,0.173378076,0.029082774
166,S01008582,The Inch,City of Edinburgh,1018,686,0.18,185,0.16,110,120,160.6222015,416.1027883,131,0.180746562,0.020833333,111.5829214,0.68372093,5.22580645,131.8877556,0.09,0.08588957,2.982961593,2.005395397,2.102022055,2.07997067,4.551529046,4.116675422,7.392799001,8.715735242,11.2719705,42.01972243,412.7674109,124,23,0.121568627,0.02254902
167,S01008583,The Inch,City of Edinburgh,698,420,0.15,105,0.11,50,115,144.6054078,162.9096496,72,0.179083095,0.027027027,107.6255299,0.861842105,5.06666667,81.61700721,0.02,0.04854369,2.935690031,2.035174628,1.763359038,1.900027098,4.421618151,4.559260173,6.428583505,5.651332428,10.03734573,30.01408745,430.0012528,133,10,0.186535764,0.014025245
168,S01008584,The Inch,City of Edinburgh,850,538,0.15,130,0.11,55,100,90.40234463,0,85,0.138823529,0.028571429,101.8603956,0.720238095,4.875,87.47081187,0.03,0.03076923,3.70090599,2.541837868,2.224773013,2.728710494,4.427965992,5.401134663,9.251175746,7.155401621,10.86728754,14.00657414,164.7832252,141,18,0.164527421,0.021003501
169,S01008585,The Inch,City of Edinburgh,596,395,0.2,120,0.14,55,115,61.29189062,383.0185028,115,0.159395973,0.071428571,103.2585746,0.679775281,4.68421053,106.3204787,0.21,0.05747126,3.426115537,2.986033653,1.466555168,2.695697599,3.881567482,5.614171203,9.835986637,4.277692384,10.16941482,17.00798289,285.3688404,106,13,0.177257525,0.02173913
170,S01008586,The Inch,City of Edinburgh,836,507,0.15,130,0.12,60,125,106.0739846,112.5231818,117,0.184210526,0.034482759,126.7510902,0.771028037,4.875,138.198308,0.13,0.05298013,3.2158406,2.198138719,1.675018463,2.158025759,4.394279233,5.462699061,7.011812688,5.489568503,12.29336313,25.01173954,299.1834873,176,26,0.21701603,0.032059186
171,S01008587,"Blackford, West Mains and Mayfield Road",City of Edinburgh,1006,677,0.06,60,0.02,15,65,30.95691289,0,137,0.142147117,0,76.70934053,0.885245902,6.5,40.1480266,0,0.07111111,1.738700884,2.202435311,2.731952931,2.034932168,3.109216795,5.685864407,6.486690397,7.413022334,8.209548687,49.0230095,487.3062574,35,6,0.046419098,0.00795756
172,S01008588,"Blackford, West Mains and Mayfield Road",City of Edinburgh,845,523,0.02,20,0.03,15,35,18.54575449,0,74,0.10295858,0.045454545,65.81848104,0.940944882,5.81818182,20.67541398,0.01,0.1557377,2.860206992,2.937499351,0.912703224,3.953265293,3.237959869,5.416322365,8.575006534,3.407303241,8.782128939,16.0075133,189.4380273,53,6,0.068387097,0.007741935
173,S01008589,"Blackford, West Mains and Mayfield Road",City of Edinburgh,398,220,0.06,25,0.03,5,65,100.832394,0,68,0.128140704,0,66.09021336,0.95,6.38461538,55.24669602,0.03,0.31914894,2.790030819,3.491998936,1.919461528,3.842705689,3.878830746,6.120070125,9.564487314,5.89189738,10.32423083,13.00610456,326.7865467,10,1,0.025641026,0.002564103
174,S01008590,"Blackford, West Mains and Mayfield Road",City of Edinburgh,805,473,0.03,25,0.03,15,50,21.24067205,0,66,0.099378882,0,62.74543539,0.925,5.78571429,25.93470205,0.03,0.10526316,2.209034176,3.181847821,1.583560608,4.054198372,4.134712539,5.945937351,9.972938,4.665171278,10.06663375,8.003756652,99.42554848,41,11,0.054018445,0.014492754
175,S01008591,"Blackford, West Mains and Mayfield Road",City of Edinburgh,863,610,0.04,40,0.05,30,50,174.7993234,247.4076493,56,0.113557358,0,65.345465,0.924170616,6.04347826,43.1563264,0,0.16153846,1.739743901,2.723361772,2.134089815,3.360586679,3.763579372,6.337993827,9.450688698,6.362220812,9.567800358,13.00610456,150.7080482,64,9,0.079306072,0.011152416
176,S01008592,"Blackford, West Mains and Mayfield Road",City of Edinburgh,833,576,0.08,70,0.08,45,80,64.26934388,30.0213772,98,0.1272509,0,86.60180373,0.838427948,5.20689655,53.73234776,0.03,0.08661417,2.633921393,3.568534883,2.470930927,3.693707445,4.018454269,6.705716845,10.63479605,7.052506604,9.599782918,53.02488782,636.5532752,106,12,0.139473684,0.015789474
177,S01008593,"Blackford, West Mains and Mayfield Road",City of Edinburgh,766,434,0.01,10,0.02,10,30,12.35843374,0,50,0.126631854,0,61.85895074,0.976047904,6.55555556,20.26350815,0.02,0.35294118,1.546230692,2.465706755,2.864445535,2.624803103,2.891819583,6.451455577,7.036878202,7.246573731,7.924077,37.01737452,483.255542,20,7,0.025773196,0.009020619
178,S01008594,"Blackford, West Mains and Mayfield Road",City of Edinburgh,1135,692,0.03,35,0.03,20,45,91.15712704,161.7243715,47,0.131277533,0.024390244,69.29662201,0.940789474,5.66666667,23.86238883,0.02,0.14423077,1.434668456,2.217720707,2.549084805,2.555160041,2.930587668,6.299005179,6.09348988,6.402605971,7.146729327,28.01314828,246.8118791,71,17,0.073881374,0.017689906
179,S01008595,Prestonfield,City of Edinburgh,901,540,0.22,200,0.19,100,150,162.1381805,229.5440007,154,0.248612653,0.03030303,119.9878894,0.835294118,5.07142857,119.1852169,0,0.04587156,2.294475129,2.382256227,2.586693371,1.152569867,2.445882715,5.020637874,6.370066357,6.958406094,6.495033177,27.0126787,299.8077547,171,8,0.203087886,0.009501188
180,S01008596,Prestonfield,City of Edinburgh,862,594,0.17,145,0.13,75,120,148.152823,624.1231916,121,0.1774942,0.083333333,110.9362932,0.830645161,4.90909091,122.7720993,0.01,0.03571429,2.460599968,1.532208975,2.98801935,1.513287093,2.705822729,5.02547463,4.813735341,7.060334573,7.340240549,17.00798289,197.3083862,181,9,0.212441315,0.01056338
181,S01008597,Prestonfield,City of Edinburgh,853,513,0.04,30,0.03,15,50,42.54736924,40.83678014,62,0.150058617,0,64.88160842,0.90960452,6.18181818,49.29504297,0.02,0.16153846,3.302463477,2.03594652,3.065667606,2.082255746,3.459518363,5.175995874,7.114840909,9.221326651,9.998153381,23.01080038,269.7631931,40,10,0.045454545,0.011363636
182,S01008598,Prestonfield,City of Edinburgh,774,565,0.06,50,0.05,25,65,86.68659245,32.12329758,68,0.122739018,0.038461538,57.90348743,0.802469136,5.46153846,41.26065285,0.01,0.19326169,2.505996592,0.820992526,2.675749678,2.222189486,3.191924461,5.799725658,2.748593167,7.4912813,7.791547206,12.00563498,155.111563,185,17,0.227832512,0.020935961
183,S01008599,Newington and Dalkeith Road,City of Edinburgh,888,641,0.03,25,0.04,25,25,103.5277853,55.37622398,50,0.105855856,0.033333333,52.68076,0.790476191,6.33333333,19.39708555,0.04,0.08053691,2.164578052,1.114683834,2.389953742,2.424772873,3.272238966,6.208367451,3.793511975,6.724839528,8.233683351,31.01455703,349.2630296,118,10,0.131696429,0.011160714
184,S01008600,Newington and Dalkeith Road,City of Edinburgh,1025,633,0.06,60,0.05,30,40,88.67836733,104.8166824,90,0.102439024,0,51.91732533,0.897849462,5.61538462,29.45805335,0.03,0.16049383,1.770230936,1.260556269,1.727234358,1.848275711,3.810800603,5.788560389,4.395731969,5.502021821,9.086077216,24.01126996,234.2562923,118,33,0.148055207,0.04140527
185,S01008601,Newington and Dalkeith Road,City of Edinburgh,2269,2137,0.01,30,0.01,25,45,69.25194314,108.5103132,66,0.075363596,0,50.78175075,0.892307692,5,52.52524884,0,0.04112563,2.611962381,1.659453408,1.721728201,1.0472793,3.281539684,4.814770021,6.713982508,7.362019313,10.6043931,32.01502661,141.097517,262,15,0.348404255,0.019946809
186,S01008602,Newington and Dalkeith Road,City of Edinburgh,689,588,0.02,15,0.02,10,20,79.08372366,57.33971933,84,0.069666183,0.03125,66.21841025,0.833333333,6.5,30.11185179,0,0.03589146,3.209787863,1.540015646,2.075100018,1.02506683,3.0906783,5.537955747,6.23103073,8.203907637,10.02435385,22.01033079,319.4532771,113,19,0.202872531,0.034111311
187,S01008603,Newington and Dalkeith Road,City of Edinburgh,1049,930,0.09,95,0.07,65,100,61.42582725,54.55908368,127,0.14013346,0,60.99073554,0.85106383,5.125,46.90429627,0.03,0.20509403,2.709165437,0.98310149,1.438626212,0.727604548,2.505388179,5.173974454,3.360086948,4.598334068,7.420104825,14.00657414,133.5231091,327,78,0.291703836,0.069580731
188,S01008604,The Grange,City of Edinburgh,980,779,0.03,30,0.04,30,40,32.59117255,91.71540969,83,0.089795918,0.071428571,42.2690305,0.845360825,6.38461538,23.58188065,0.01,0.0462963,0.889907642,1.838441515,1.202063246,2.41718235,3.033451861,5.612206944,6.520297393,3.674833943,9.036420129,25.01173954,255.221832,127,13,0.147161066,0.015063731
189,S01008605,The Grange,City of Edinburgh,774,630,0.03,20,0.02,15,25,0,28.55753822,67,0.07881137,0.060606061,42.50009245,0.955223881,5.4,19.87305283,0,0.05806452,0.708755889,1.814408141,1.253016371,1.915239494,2.748610895,4.820976538,6.637938046,4.420391734,8.922931032,16.0075133,206.8154174,130,33,0.185185185,0.047008547
190,S01008606,The Grange,City of Edinburgh,773,480,0.02,15,0.03,15,35,12.83149606,37.5220295,50,0.111254851,0,63.62527898,0.983050848,6.06666667,9.47220127,0.03,0.14728682,1.329232574,2.265150549,2.142346794,3.076342981,3.549622743,5.65215748,8.178768035,6.679041752,9.83435775,23.01080038,297.6817642,56,6,0.073394495,0.007863696
191,S01008607,The Grange,City of Edinburgh,634,328,0.04,25,0.02,10,35,22.14910242,0,54,0.116719243,0,66.59069331,0.96460177,6.5,5.57992767,0,0.22619048,1.564933555,1.947151796,1.835166677,1.940089359,2.532520415,4.622678433,5.481277786,5.53659927,6.71215874,14.00657414,220.9238824,20,3,0.031847134,0.00477707
192,S01008608,The Grange,City of Edinburgh,731,414,0.03,20,0.02,10,45,6.694722425,0,126,0.134062927,0.090909091,53.04208064,0.957317073,6.5625,11.50196227,0.02,0.19148936,2.553668627,2.050591895,1.306614504,2.907391224,2.352360856,4.542555975,6.185579165,4.068445464,6.462130539,18.00845247,246.3536589,42,9,0.059490085,0.012747875
193,S01008609,The Grange,City of Edinburgh,1032,510,0.05,50,0.03,15,50,21.74541161,77.31232983,134,0.165697674,0,56.90849488,0.925373134,6.26315789,13.41957499,0.02,0.2,3.563269619,2.918706003,1.303441647,4.01131443,3.223314869,5.460737594,8.883418594,4.48951381,9.216683752,21.00986121,203.5839265,46,17,0.051111111,0.018888889
194,S01008610,The Grange,City of Edinburgh,818,495,0.03,25,0.02,10,40,6.632298972,0,70,0.100244499,0.05,82.27954394,0.950819672,6.42105263,8.378139481,0.01,0.11832061,2.545240759,0.997100341,2.308278282,1.750402548,1.405164597,3.567461635,3.147057813,5.924083113,4.461636233,21.00986121,256.8442691,88,18,0.103773585,0.021226415
195,S01008611,Marchmont East and Sciennes,City of Edinburgh,1352,1168,0.02,30,0.02,20,30,13.08836367,16.68535421,67,0.085059172,0.040816327,34.86978515,0.954954955,6,22.88611489,0,0.23329446,1.665516523,1.561806003,1.364136168,1.078812574,2.311677437,4.303440099,5.723993734,4.667146352,9.237308242,21.00986121,155.3983817,216,77,0.194419442,0.069306931
196,S01008612,Marchmont East and Sciennes,City of Edinburgh,739,631,0.08,60,0.06,35,65,169.2196439,26.08541872,98,0.108254398,0.027777778,64.12373419,0.892156863,5.5,27.78358148,0.02,0.01269036,2.142329596,1.532961283,1.744011561,1.257424301,2.439253948,4.466661,5.998048764,5.603392155,9.335792727,9.004226234,121.8433861,200,28,0.256739409,0.035943517
