CIF,ALCOHOL,DRUG,SMR,DEPRESS,LBWT,EMERG
40,49.80394898,0,122,0.119828816,0.027027027,85.58277319
35,31.62602543,0,59,0.056338028,0.017857143,60.68336462
35,27.40082837,0,58,0.086597938,0,58.57089814
20,34.24787752,0,83,0.095923261,0,52.66581315
15,28.00792049,0,35,0.084507042,0,40.0697888
40,23.03329368,41.77674474,52,0.089485459,0.125,55.01892289
45,42.67073382,20.23612021,60,0.106594399,0,57.14314107
30,38.51292019,0,88,0.107351225,0,50.38282685
15,53.8382761,0,76,0.082666667,0.021276596,56.60351497
40,27.02686142,0,33,0.098623853,0.020408163,46.84665338
15,62.89194022,0,43,0.08683068,0.0625,60.61946065
55,42.8777959,0,87,0.123497268,0.068181818,73.60737788
55,29.13595647,42.40455713,94,0.124542125,0.045454545,72.59221995
50,54.20086853,57.96497895,69,0.137417219,0,69.80016945
35,93.85695382,0,73,0.10940499,0,61.5291375
75,149.0357265,33.52986271,69,0.168661589,0.060606061,107.2125498
65,51.2086051,31.85170785,80,0.134911243,0.03030303,65.47738945
60,14.91237458,46.84115504,112,0.144026187,0,68.12943797
45,7.573031252,0,110,0.141965679,0,61.18540462
20,13.51802057,0,75,0.086666667,0.026315789,55.898834
35,5.192205108,0,135,0.148662042,0,50.77471613
30,51.88732272,55.55372894,54,0.112771739,0,61.68168451
25,10.71029288,37.35798474,77,0.087912088,0,65.758378
20,26.34511311,0,68,0.110989011,0.034482759,63.97370446
40,64.20688249,41.18376021,65,0.099611902,0,68.71195234
40,98.35488714,0,46,0.098283931,0,57.70355843
20,69.20209427,0,58,0.103078983,0,58.87724713
45,26.39864364,0,86,0.13086771,0,62.4509796
30,6.236103815,0,71,0.136546185,0.041666667,56.18545098
55,56.15490236,59.69253438,73,0.139442231,0,78.47363495
35,132.7847206,0,68,0.094142259,0,61.26162929
15,58.28088477,39.60998774,62,0.085489314,0,60.48562264
40,12.60943575,0,144,0.132318501,0,60.10744496
25,0,0,26,0.059259259,0,44.13376872
35,77.93136687,47.79628116,74,0.083670715,0,64.08281667
30,5.380087156,0,48,0.102181401,0.111111111,52.57862357
135,124.0341701,295.840649,123,0.204387991,0.073170732,121.366341
115,104.7531228,212.7006867,108,0.167381974,0.021276596,101.7297844
135,96.36067053,555.7377585,104,0.164414414,0.034482759,116.1363493
125,78.05849533,24.53828753,109,0.181818182,0,97.91882482
115,61.50941855,371.3286054,128,0.204806688,0.0625,102.3180733
140,89.95422609,48.84309514,129,0.146586345,0.025316456,110.2691592
160,256.0374071,349.56301,163,0.18257646,0.046153846,132.9815695
135,245.1408163,400.5297265,151,0.183046683,0.052631579,121.6926787
215,244.624781,236.8643826,126,0.203033839,0.086206897,153.5702118
110,118.7601111,673.1355622,79,0.179710145,0.086956522,100.2728918
85,18.94272765,36.10707747,63,0.169230769,0.081081081,106.1932281
115,11.5106155,56.44605217,91,0.143459916,0,117.8620747
45,27.54429949,52.33661313,356,0.090471607,0.015625,72.41103367
40,36.13929061,0,67,0.138817481,0,75.20296224
35,30.5912969,0,121,0.124285714,0.105263158,98.97194866
100,55.68711302,35.9320781,90,0.192702395,0.05,97.92387322
60,8.698114581,0,50,0.142367067,0.105263158,78.87992906
155,159.7695982,148.3614004,106,0.219630709,0.047619048,138.1075971
205,165.412384,454.2418035,202,0.235294118,0.037735849,102.2318862
195,460.1499605,566.433904,263,0.170984456,0,155.3749746
215,235.1220256,154.2771857,192,0.19434629,0.15625,189.0694196
50,42.26528183,27.94044729,73,0.125588697,0.031746032,64.07028063
200,239.7415515,484.9172612,148,0.213004484,0.02,190.9647524
125,206.624142,68.15915906,102,0.219230769,0.052631579,131.0932245
140,116.5638744,302.5025058,148,0.207100592,0.038461538,131.4187908
185,116.5472205,214.5068873,153,0.197505198,0,150.0818908
70,83.64856023,75.63469481,131,0.143053645,0.150943396,96.44555004
140,33.77909855,0,59,0.156896552,0.05,88.46264346
70,74.28084942,18.41674611,81,0.116210938,0,88.02170619
160,99.8395717,66.90414006,152,0.205095541,0.05,146.4539746
305,530.9515024,1166.860679,233,0.288209607,0.083333333,170.4028133
195,246.6792366,171.334333,151,0.24086758,0.128571429,155.3333398
140,138.7974773,205.0646699,173,0.173611111,0.083333333,119.2766603
95,111.54502,139.6868893,118,0.11957672,0.06,79.57149327
195,245.7450212,71.51528618,132,0.213313162,0.027027027,168.2755106
130,181.4845409,295.7347763,136,0.153571429,0.078947368,136.6472748
40,16.31430414,0,75,0.130801688,0.038461538,77.14152897
30,12.00726423,0,73,0.09382716,0.117647059,59.69863878
65,161.7079871,70.91232346,69,0.136579572,0,77.86625709
40,26.3197793,0,55,0.1125,0.0625,63.80888524
40,36.35218987,44.88971002,79,0.120204604,0.0625,70.40206089
25,15.00620766,0,53,0.109350238,0,53.07765992
35,28.44525284,109.1964648,62,0.095744681,0.130434783,60.76279789
35,25.74447728,0,71,0.11369509,0.076923077,52.99245456
20,16.26482082,0,71,0.091594828,0,46.162546
30,9.155719301,0,61,0.098765432,0,56.01366424
30,5.965064609,0,53,0.09475032,0.096774194,53.79748296
45,40.82296322,0,59,0.111231102,0,52.72763525
30,13.78487311,0,63,0.118848654,0,60.34039449
35,13.37308305,44.61512056,60,0.117563739,0.033333333,70.28395943
105,72.32572285,65.45147903,83,0.182513661,0,96.4502889
85,88.70335453,30.94882294,91,0.134796238,0.041666667,98.04283211
140,268.3959861,230.317565,90,0.212910532,0.019607843,121.2557179
120,339.8094084,486.5699122,141,0.236141907,0.018181818,118.1628113
125,122.4533097,130.2566634,97,0.203407881,0.093023256,98.23679456
130,108.8905667,133.7117822,106,0.180190931,0,117.3359306
55,78.41859948,0,52,0.1424,0,70.81676473
65,62.57095722,0,69,0.138134593,0.09375,56.48603092
85,49.10664005,89.3783515,66,0.159798995,0.034482759,78.09260542
140,108.1601017,32.00872248,94,0.173099415,0.033333333,97.03865379
75,39.3106049,0,78,0.161764706,0,70.25415516
15,22.82760563,0,26,0.084760274,0.055555556,54.56844086
35,26.72203992,41.00289971,47,0.134477825,0,49.13163853
45,36.02760306,0,54,0.126696833,0.0625,72.08614482
40,44.51663173,39.52575063,57,0.136690647,0,74.74541289
25,8.889595175,0,74,0.082551595,0,61.82250455
45,6.106455631,0,64,0.13538874,0,65.96912181
40,8.018980957,0,62,0.113597246,0,77.57182563
40,49.80778301,133.5676369,56,0.122807018,0.04,49.80181877
40,44.57259087,0,63,0.115172414,0,73.54679102
60,53.34168587,59.71856934,66,0.155172414,0,76.24599598
30,17.44316638,0,72,0.113152805,0,50.58520991
30,0,0,48,0.072625698,0.033333333,41.71385735
35,36.24854532,0,97,0.118226601,0,51.35146281
40,26.75493775,0,120,0.112128146,0.1,68.54167916
45,19.17179559,0,75,0.138259833,0.064516129,77.05507046
110,101.5972989,93.4280047,96,0.198924731,0,120.503996
30,9.070536494,0,59,0.091078067,0,48.31825487
30,0,0,61,0.129411765,0,71.14512417
40,16.49995153,0,76,0.133884298,0.045454545,58.36660484
40,79.44703718,0,81,0.129333333,0,71.03885513
75,89.49761009,87.389785,65,0.158450704,0.027777778,105.6797836
45,32.08829404,0,67,0.121212121,0.1,76.80047389
65,40.69682276,0,74,0.161691542,0.0625,81.691428
80,61.98808559,96.15515595,63,0.163779528,0,78.05277658
55,106.8314627,99.34659125,134,0.151401869,0,104.2046769
40,20.94569928,35.69947851,65,0.1232493,0,87.58892207
50,24.0083854,0,50,0.121890547,0.045454545,66.81647366
40,60.30165543,0,57,0.151741294,0.04,63.89007367
90,78.02692143,25.70799563,152,0.189079879,0.025,93.7827419
50,35.29845006,0,71,0.146456693,0.086956522,81.4917627
40,12.54902939,0,64,0.138666667,0.038461538,52.23712938
35,46.89963559,0,60,0.142857143,0,57.53027827
70,50.47868888,105.3941023,46,0.173357664,0.04,82.21410331
50,48.34581016,0,87,0.150186567,0.028571429,80.39922715
80,107.6733225,39.22583182,98,0.152368758,0.064516129,101.1728683
30,21.63693999,35.66477885,85,0.116666667,0.041666667,65.44926211
85,46.91009453,0,110,0.152970923,0.03125,126.6566242
90,41.97689335,0,90,0.135678392,0.06122449,107.7859199
160,91.19919433,225.3069531,110,0.199685535,0,133.7037977
85,160.0808416,0,117,0.183030303,0.076923077,111.1633059
40,30.76340684,22.68568478,82,0.105381166,0.025,69.33516651
65,16.39025411,0,87,0.126068376,0.111111111,92.57953426
35,25.81572172,19.55263434,88,0.109921485,0.032258065,85.67522516
40,29.3673987,61.6414428,68,0.116374871,0,70.61327448
65,36.09674757,43.17485898,107,0.155653451,0.055555556,65.79862232
55,34.77928937,0,65,0.134285714,0.027777778,79.81849934
90,20.92366967,0,78,0.168975069,0,92.56731186
95,94.51198353,154.8768723,124,0.177777778,0,91.9013336
50,161.7251171,74.2330023,54,0.151581243,0.066666667,75.6520987
140,79.75910136,177.747826,135,0.225446429,0.037037037,134.6060466
40,28.07195972,0,110,0.128431373,0,72.05041838
40,5.450785137,28.75498406,80,0.115034169,0,60.32011859
35,144.3641965,0,67,0.127829561,0,68.98551659
30,5.031895626,34.47767898,58,0.143652561,0.041666667,65.6208708
